estado,municipio,bioma,ano,mês,dia,estacao
PARÁ,GOIANÉSIA DO PARÁ,Amazônia,2024,7,12,Inverno
PARÁ,PARAGOMINAS,Amazônia,2024,7,12,Inverno
PARÁ,IPIXUNA DO PARÁ,Amazônia,2024,7,12,Inverno
PARÁ,TAILÂNDIA,Amazônia,2024,7,12,Inverno
PARÁ,AURORA DO PARÁ,Amazônia,2024,7,12,Inverno
ESPÍRITO SANTO,LINHARES,Mata Atlântica,2024,7,12,Inverno
BAHIA,RIACHÃO DAS NEVES,Cerrado,2024,7,12,Inverno
GOIÁS,SANTA ISABEL,Cerrado,2024,7,12,Inverno
RIO GRANDE DO NORTE,GOVERNADOR DIX-SEPT ROSADO,Caatinga,2024,7,12,Inverno
CEARÁ,SÃO GONÇALO DO AMARANTE,Caatinga,2024,7,12,Inverno
BAHIA,TAPIRAMUTÁ,Caatinga,2024,7,12,Inverno
MARANHÃO,PASTOS BONS,Cerrado,2024,7,12,Inverno
TOCANTINS,ALIANÇA DO TOCANTINS,Cerrado,2024,7,12,Inverno
BAHIA,SERRA DO RAMALHO,Cerrado,2024,7,12,Inverno
MARANHÃO,SANTA QUITÉRIA DO MARANHÃO,Cerrado,2024,7,12,Inverno
MARANHÃO,BREJO,Cerrado,2024,7,12,Inverno
PARÁ,BREU BRANCO,Amazônia,2024,7,12,Inverno
PARÁ,MOJU,Amazônia,2024,7,12,Inverno
SÃO PAULO,IRAPUÃ,Mata Atlântica,2024,7,12,Inverno
GOIÁS,ITAJÁ,Cerrado,2024,7,12,Inverno
GOIÁS,DOVERLÂNDIA,Cerrado,2024,7,12,Inverno
MATO GROSSO,QUERÊNCIA,Amazônia,2024,7,12,Inverno
MATO GROSSO,MARCELÂNDIA,Amazônia,2024,7,12,Inverno
TOCANTINS,PEDRO AFONSO,Cerrado,2024,7,12,Inverno
RONDÔNIA,PORTO VELHO,Amazônia,2024,7,12,Inverno
PARÁ,NOVO PROGRESSO,Amazônia,2024,7,12,Inverno
PARÁ,ITAITUBA,Amazônia,2024,7,12,Inverno
AMAZONAS,APUÍ,Amazônia,2024,7,12,Inverno
ACRE,MANOEL URBANO,Amazônia,2024,7,12,Inverno
AMAZONAS,IPIXUNA,Amazônia,2024,7,12,Inverno
RONDÔNIA,SÃO MIGUEL DO GUAPORÉ,Amazônia,2024,7,12,Inverno
RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2024,7,12,Inverno
RONDÔNIA,NOVA MAMORÉ,Amazônia,2024,7,12,Inverno
PIAUÍ,JOAQUIM PIRES,Caatinga,2024,7,12,Inverno
MARANHÃO,PASSAGEM FRANCA,Cerrado,2024,7,12,Inverno
PERNAMBUCO,RECIFE,Mata Atlântica,2024,7,12,Inverno
TOCANTINS,GOIATINS,Cerrado,2024,7,12,Inverno
PIAUÍ,BAIXA GRANDE DO RIBEIRO,Cerrado,2024,7,12,Inverno
MARANHÃO,ALDEIAS ALTAS,Cerrado,2024,7,12,Inverno
MARANHÃO,SUCUPIRA DO RIACHÃO,Cerrado,2024,7,12,Inverno
PARAÍBA,SÃO JOÃO DO RIO DO PEIXE,Caatinga,2024,7,12,Inverno
PARAÍBA,PITIMBU,Mata Atlântica,2024,7,12,Inverno
TOCANTINS,AGUIARNÓPOLIS,Cerrado,2024,7,12,Inverno
GOIÁS,LUZIÂNIA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,SÃO JOÃO DO PARAÍSO,Mata Atlântica,2024,7,12,Inverno
BAHIA,BRUMADO,Caatinga,2024,7,12,Inverno
BAHIA,ANAGÉ,Caatinga,2024,7,12,Inverno
BAHIA,WAGNER,Caatinga,2024,7,12,Inverno
BAHIA,RIO DE CONTAS,Caatinga,2024,7,12,Inverno
TOCANTINS,MONTE DO CARMO,Cerrado,2024,7,12,Inverno
TOCANTINS,NOVO JARDIM,Cerrado,2024,7,12,Inverno
TOCANTINS,DIANÓPOLIS,Cerrado,2024,7,12,Inverno
BAHIA,MUCURI,Mata Atlântica,2024,7,12,Inverno
BAHIA,MEDEIROS NETO,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,UMBURATIBA,Mata Atlântica,2024,7,12,Inverno
GOIÁS,MOZARLÂNDIA,Cerrado,2024,7,12,Inverno
BAHIA,ENCRUZILHADA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,MONTES CLAROS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,VERDELÂNDIA,Caatinga,2024,7,12,Inverno
MINAS GERAIS,CAPITÃO ENÉAS,Cerrado,2024,7,12,Inverno
BAHIA,IBIPEBA,Caatinga,2024,7,12,Inverno
TOCANTINS,TAGUATINGA,Cerrado,2024,7,12,Inverno
ESPÍRITO SANTO,ARACRUZ,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,JUIZ DE FORA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,SANTOS DUMONT,Mata Atlântica,2024,7,12,Inverno
RIO DE JANEIRO,NOVA FRIBURGO,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,SETE LAGOAS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,SANTANA DE PIRAPAMA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CARANDAÍ,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,LAGOA DOURADA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,ITAPECERICA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,RIO ACIMA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,BELO HORIZONTE,Cerrado,2024,7,12,Inverno
MINAS GERAIS,LAGOA SANTA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,SÃO FRANCISCO DE PAULA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,ANTÔNIO CARLOS,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,SÃO JOÃO DEL REI,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,BOCAINA DE MINAS,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,INGAÍ,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,BARROSO,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,RESSAQUINHA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,SERRA DO SALITRE,Cerrado,2024,7,12,Inverno
SÃO PAULO,FRANCA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,IBIRACI,Cerrado,2024,7,12,Inverno
SÃO PAULO,SANTA LÚCIA,Cerrado,2024,7,12,Inverno
SÃO PAULO,SÃO MIGUEL ARCANJO,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,ITAMARANDIBA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CARMO DO RIO CLARO,Cerrado,2024,7,12,Inverno
MINAS GERAIS,TURVOLÂNDIA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,UBERLÂNDIA,Cerrado,2024,7,12,Inverno
SÃO PAULO,COSMORAMA,Cerrado,2024,7,12,Inverno
ESPÍRITO SANTO,MUNIZ FREIRE,Mata Atlântica,2024,7,12,Inverno
PARÁ,MONTE ALEGRE,Amazônia,2024,7,12,Inverno
PARÁ,SÃO CAETANO DE ODIVELAS,Amazônia,2024,7,12,Inverno
TOCANTINS,WANDERLÂNDIA,Cerrado,2024,7,12,Inverno
MARANHÃO,GRAJAÚ,Cerrado,2024,7,12,Inverno
MATO GROSSO,APIACÁS,Amazônia,2024,7,12,Inverno
PARÁ,SANTA MARIA DAS BARREIRAS,Amazônia,2024,7,12,Inverno
PARÁ,ALTAMIRA,Amazônia,2024,7,12,Inverno
TOCANTINS,DOIS IRMÃOS DO TOCANTINS,Cerrado,2024,7,12,Inverno
MARANHÃO,FORTALEZA DOS NOGUEIRAS,Cerrado,2024,7,12,Inverno
TOCANTINS,LAGOA DA CONFUSÃO,Cerrado,2024,7,12,Inverno
TOCANTINS,PALMAS,Cerrado,2024,7,12,Inverno
TOCANTINS,RIO SONO,Cerrado,2024,7,12,Inverno
TOCANTINS,TOCANTÍNIA,Cerrado,2024,7,12,Inverno
TOCANTINS,ITAPIRATINS,Cerrado,2024,7,12,Inverno
TOCANTINS,ITACAJÁ,Cerrado,2024,7,12,Inverno
TOCANTINS,SANTA MARIA DO TOCANTINS,Cerrado,2024,7,12,Inverno
TOCANTINS,PALMEIRAS DO TOCANTINS,Cerrado,2024,7,12,Inverno
PIAUÍ,AMARANTE,Caatinga,2024,7,12,Inverno
MARANHÃO,MATÕES,Cerrado,2024,7,12,Inverno
PIAUÍ,CANAVIEIRA,Caatinga,2024,7,12,Inverno
PIAUÍ,JERUMENHA,Caatinga,2024,7,12,Inverno
MARANHÃO,CODÓ,Cerrado,2024,7,12,Inverno
MARANHÃO,LAGOA DO MATO,Cerrado,2024,7,12,Inverno
MARANHÃO,COLINAS,Cerrado,2024,7,12,Inverno
PIAUÍ,SANTA FILOMENA,Cerrado,2024,7,12,Inverno
PIAUÍ,BARREIRAS DO PIAUÍ,Cerrado,2024,7,12,Inverno
MARANHÃO,ALTO PARNAÍBA,Cerrado,2024,7,12,Inverno
MARANHÃO,BOM JESUS DAS SELVAS,Amazônia,2024,7,12,Inverno
MARANHÃO,SÃO JOÃO DO PARAÍSO,Cerrado,2024,7,12,Inverno
TOCANTINS,BABAÇULÂNDIA,Cerrado,2024,7,12,Inverno
TOCANTINS,ARAGUAÍNA,Amazônia,2024,7,12,Inverno
TOCANTINS,APARECIDA DO RIO NEGRO,Cerrado,2024,7,12,Inverno
PARÁ,SANTANA DO ARAGUAIA,Amazônia,2024,7,12,Inverno
PARÁ,ANAPU,Amazônia,2024,7,12,Inverno
PARÁ,SÃO FÉLIX DO XINGU,Amazônia,2024,7,12,Inverno
PARÁ,BRASIL NOVO,Amazônia,2024,7,12,Inverno
PARÁ,MOJUÍ DOS CAMPOS,Amazônia,2024,7,12,Inverno
PARÁ,BELTERRA,Amazônia,2024,7,12,Inverno
MINAS GERAIS,CURVELO,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CARBONITA,Cerrado,2024,7,12,Inverno
TOCANTINS,SÃO VALÉRIO,Cerrado,2024,7,12,Inverno
TOCANTINS,SANTA ROSA DO TOCANTINS,Cerrado,2024,7,12,Inverno
GOIÁS,SANTA TEREZA DE GOIÁS,Cerrado,2024,7,12,Inverno
GOIÁS,MONTIVIDIU DO NORTE,Cerrado,2024,7,12,Inverno
TOCANTINS,PALMEIRÓPOLIS,Cerrado,2024,7,12,Inverno
GOIÁS,CAIAPÔNIA,Cerrado,2024,7,12,Inverno
GOIÁS,RIO VERDE,Cerrado,2024,7,12,Inverno
GOIÁS,MINEIROS,Cerrado,2024,7,12,Inverno
MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,Amazônia,2024,7,12,Inverno
MATO GROSSO,ITAÚBA,Amazônia,2024,7,12,Inverno
MINAS GERAIS,QUARTEL GERAL,Cerrado,2024,7,12,Inverno
MATO GROSSO,NOVA BANDEIRANTES,Amazônia,2024,7,12,Inverno
MINAS GERAIS,PARACATU,Cerrado,2024,7,12,Inverno
GOIÁS,FLORES DE GOIÁS,Cerrado,2024,7,12,Inverno
MATO GROSSO,JUARA,Amazônia,2024,7,12,Inverno
GOIÁS,TURVÂNIA,Cerrado,2024,7,12,Inverno
GOIÁS,APARECIDA DE GOIÂNIA,Cerrado,2024,7,12,Inverno
GOIÁS,CEZARINA,Cerrado,2024,7,12,Inverno
GOIÁS,ANÁPOLIS,Cerrado,2024,7,12,Inverno
GOIÁS,ITAPACI,Cerrado,2024,7,12,Inverno
GOIÁS,BARRO ALTO,Cerrado,2024,7,12,Inverno
GOIÁS,CALDAS NOVAS,Cerrado,2024,7,12,Inverno
DISTRITO FEDERAL,BRASÍLIA,Cerrado,2024,7,12,Inverno
GOIÁS,ALEXÂNIA,Cerrado,2024,7,12,Inverno
GOIÁS,NIQUELÂNDIA,Cerrado,2024,7,12,Inverno
GOIÁS,SÃO JOÃO D'ALIANÇA,Cerrado,2024,7,12,Inverno
TOCANTINS,PORTO ALEGRE DO TOCANTINS,Cerrado,2024,7,12,Inverno
MATO GROSSO,UNIÃO DO SUL,Amazônia,2024,7,12,Inverno
TOCANTINS,PONTE ALTA DO BOM JESUS,Cerrado,2024,7,12,Inverno
SÃO PAULO,IGARAPAVA,Cerrado,2024,7,12,Inverno
SÃO PAULO,GUARÁ,Cerrado,2024,7,12,Inverno
SÃO PAULO,ARARAQUARA,Cerrado,2024,7,12,Inverno
SÃO PAULO,PROMISSÃO,Mata Atlântica,2024,7,12,Inverno
SÃO PAULO,CATANDUVA,Mata Atlântica,2024,7,12,Inverno
SÃO PAULO,URUPÊS,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,IJACI,Mata Atlântica,2024,7,12,Inverno
RIO DE JANEIRO,SÃO JOSÉ DO VALE DO RIO PRETO,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,MARIANA,Mata Atlântica,2024,7,12,Inverno
ESPÍRITO SANTO,GUARAPARI,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,PAINS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,AGUANIL,Cerrado,2024,7,12,Inverno
MINAS GERAIS,NOVA PONTE,Cerrado,2024,7,12,Inverno
SÃO PAULO,JABORANDI,Cerrado,2024,7,12,Inverno
MATO GROSSO,ARIPUANÃ,Amazônia,2024,7,12,Inverno
AMAZONAS,MANAUS,Amazônia,2024,7,12,Inverno
PARÁ,SANTARÉM,Amazônia,2024,7,12,Inverno
RONDÔNIA,BURITIS,Amazônia,2024,7,12,Inverno
RONDÔNIA,CUJUBIM,Amazônia,2024,7,12,Inverno
MATO GROSSO DO SUL,PARAÍSO DAS ÁGUAS,Cerrado,2024,7,12,Inverno
AMAZONAS,MANICORÉ,Amazônia,2024,7,12,Inverno
ACRE,XAPURI,Amazônia,2024,7,12,Inverno
AMAZONAS,LÁBREA,Amazônia,2024,7,12,Inverno
MARANHÃO,BURITI,Cerrado,2024,7,12,Inverno
MARANHÃO,MATA ROMA,Cerrado,2024,7,12,Inverno
PARÁ,CAPITÃO POÇO,Amazônia,2024,7,12,Inverno
PARÁ,NOVA ESPERANÇA DO PIRIÁ,Amazônia,2024,7,12,Inverno
MARANHÃO,PARNARAMA,Cerrado,2024,7,12,Inverno
PIAUÍ,LANDRI SALES,Cerrado,2024,7,12,Inverno
PIAUÍ,JERUMENHA,Cerrado,2024,7,12,Inverno
PIAUÍ,FLORIANO,Caatinga,2024,7,12,Inverno
MARANHÃO,BURITI BRAVO,Cerrado,2024,7,12,Inverno
TOCANTINS,LIZARDA,Cerrado,2024,7,12,Inverno
MARANHÃO,GOVERNADOR LUIZ ROCHA,Cerrado,2024,7,12,Inverno
MARANHÃO,AMARANTE DO MARANHÃO,Amazônia,2024,7,12,Inverno
TOCANTINS,BREJINHO DE NAZARÉ,Cerrado,2024,7,12,Inverno
TOCANTINS,PONTE ALTA DO TOCANTINS,Cerrado,2024,7,12,Inverno
MATO GROSSO,PORTO ALEGRE DO NORTE,Cerrado,2024,7,12,Inverno
BAHIA,MACAÚBAS,Caatinga,2024,7,12,Inverno
MARANHÃO,GOVERNADOR EDISON LOBÃO,Cerrado,2024,7,12,Inverno
TOCANTINS,XAMBIOÁ,Amazônia,2024,7,12,Inverno
MARANHÃO,ESTREITO,Cerrado,2024,7,12,Inverno
MARANHÃO,SÃO RAIMUNDO DAS MANGABEIRAS,Cerrado,2024,7,12,Inverno
PIAUÍ,SEBASTIÃO BARROS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,UBERABA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,IBIÁ,Cerrado,2024,7,12,Inverno
MINAS GERAIS,LAGAMAR,Cerrado,2024,7,12,Inverno
MINAS GERAIS,LAGOA GRANDE,Cerrado,2024,7,12,Inverno
BAHIA,CORDEIROS,Mata Atlântica,2024,7,12,Inverno
GOIÁS,CRIXÁS,Cerrado,2024,7,12,Inverno
GOIÁS,MARA ROSA,Cerrado,2024,7,12,Inverno
SÃO PAULO,ITAJOBI,Mata Atlântica,2024,7,12,Inverno
MATO GROSSO,CAMPINÁPOLIS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,PATIS,Cerrado,2024,7,12,Inverno
MATO GROSSO,TANGARÁ DA SERRA,Cerrado,2024,7,12,Inverno
SÃO PAULO,BOFETE,Cerrado,2024,7,12,Inverno
ESPÍRITO SANTO,GOVERNADOR LINDENBERG,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,SANTA RITA DO ITUETO,Mata Atlântica,2024,7,12,Inverno
BAHIA,ITAPETINGA,Mata Atlântica,2024,7,12,Inverno
BAHIA,ITAJU DO COLÔNIA,Mata Atlântica,2024,7,12,Inverno
PARAÍBA,SÃO JOSÉ DO BONFIM,Caatinga,2024,7,12,Inverno
CEARÁ,QUIXERÉ,Caatinga,2024,7,12,Inverno
PIAUÍ,JOSÉ DE FREITAS,Caatinga,2024,7,12,Inverno
MARANHÃO,ITAPECURU MIRIM,Cerrado,2024,7,12,Inverno
MARANHÃO,TUTÓIA,Cerrado,2024,7,12,Inverno
MARANHÃO,ÁGUA DOCE DO MARANHÃO,Cerrado,2024,7,12,Inverno
CEARÁ,GRANJA,Caatinga,2024,7,12,Inverno
RIO DE JANEIRO,SANTA MARIA MADALENA,Mata Atlântica,2024,7,12,Inverno
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlântica,2024,7,12,Inverno
RIO DE JANEIRO,MACUCO,Mata Atlântica,2024,7,12,Inverno
BAHIA,VITÓRIA DA CONQUISTA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,OLÍMPIO NORONHA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,CAMPANHA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,TRÊS CORAÇÕES,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,ANDRELÂNDIA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,BARBACENA,Mata Atlântica,2024,7,12,Inverno
BAHIA,ILHÉUS,Mata Atlântica,2024,7,12,Inverno
BAHIA,JUCURUÇU,Mata Atlântica,2024,7,12,Inverno
ESPÍRITO SANTO,MARILÂNDIA,Mata Atlântica,2024,7,12,Inverno
ESPÍRITO SANTO,SÃO MATEUS,Mata Atlântica,2024,7,12,Inverno
ESPÍRITO SANTO,GUAÇUÍ,Mata Atlântica,2024,7,12,Inverno
ESPÍRITO SANTO,DIVINO DE SÃO LOURENÇO,Mata Atlântica,2024,7,12,Inverno
ESPÍRITO SANTO,VARGEM ALTA,Mata Atlântica,2024,7,12,Inverno
RIO DE JANEIRO,SÃO FIDÉLIS,Mata Atlântica,2024,7,12,Inverno
RIO DE JANEIRO,ITAPERUNA,Mata Atlântica,2024,7,12,Inverno
BAHIA,TANHAÇU,Caatinga,2024,7,12,Inverno
MINAS GERAIS,RUBELITA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,PEDRA AZUL,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,RIO PARDO DE MINAS,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,ÁGUAS VERMELHAS,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,INDAIABIRA,Cerrado,2024,7,12,Inverno
BAHIA,TREMEDAL,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,VIRGEM DA LAPA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,JOSENÓPOLIS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CAPELINHA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,SANTANA DO PARAÍSO,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,JAMPRUCA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,SANTA MARIA DO SUAÇUÍ,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,JOÃO MONLEVADE,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,SIMONÉSIA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,CHÁCARA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,LEOPOLDINA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,PEDRO LEOPOLDO,Cerrado,2024,7,12,Inverno
MINAS GERAIS,PRUDENTE DE MORAIS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CORINTO,Cerrado,2024,7,12,Inverno
MINAS GERAIS,DIAMANTINA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CANDEIAS,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,CARMO DA MATA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,RESENDE COSTA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,CONSELHEIRO LAFAIETE,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,OURO PRETO,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,BONFIM,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,ITAÚNA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,MATEUS LEME,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,SABARÁ,Cerrado,2024,7,12,Inverno
MINAS GERAIS,SÃO GOTARDO,Cerrado,2024,7,12,Inverno
BAHIA,NOVA VIÇOSA,Mata Atlântica,2024,7,12,Inverno
BAHIA,ALCOBAÇA,Mata Atlântica,2024,7,12,Inverno
ESPÍRITO SANTO,CONCEIÇÃO DA BARRA,Mata Atlântica,2024,7,12,Inverno
BAHIA,PLANALTO,Mata Atlântica,2024,7,12,Inverno
BAHIA,ITAPITANGA,Mata Atlântica,2024,7,12,Inverno
BAHIA,IBICUÍ,Mata Atlântica,2024,7,12,Inverno
BAHIA,BOA NOVA,Mata Atlântica,2024,7,12,Inverno
BAHIA,ITAMARI,Mata Atlântica,2024,7,12,Inverno
ESPÍRITO SANTO,MONTANHA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,TEÓFILO OTONI,Mata Atlântica,2024,7,12,Inverno
BAHIA,CARAVELAS,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,GAMELEIRAS,Caatinga,2024,7,12,Inverno
BAHIA,URANDI,Cerrado,2024,7,12,Inverno
BAHIA,PINDAÍ,Caatinga,2024,7,12,Inverno
BAHIA,GUANAMBI,Caatinga,2024,7,12,Inverno
MINAS GERAIS,FRANCISCO SÁ,Cerrado,2024,7,12,Inverno
MINAS GERAIS,SÃO JOÃO DA PONTE,Caatinga,2024,7,12,Inverno
MINAS GERAIS,JAÍBA,Caatinga,2024,7,12,Inverno
MINAS GERAIS,GLAUCILÂNDIA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,TIRADENTES,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,JANUÁRIA,Caatinga,2024,7,12,Inverno
MINAS GERAIS,BURITIZEIRO,Cerrado,2024,7,12,Inverno
MINAS GERAIS,JOÃO PINHEIRO,Cerrado,2024,7,12,Inverno
MINAS GERAIS,VÁRZEA DA PALMA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,LASSANCE,Cerrado,2024,7,12,Inverno
MINAS GERAIS,POMPÉU,Cerrado,2024,7,12,Inverno
MINAS GERAIS,ABAETÉ,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CRISTAIS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,PEDRA DO INDAIÁ,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,NOVA SERRANA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CAMPOS ALTOS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,POÇOS DE CALDAS,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,CAMPESTRE,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,GUARANÉSIA,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,CARMO DO RIO CLARO,Mata Atlântica,2024,7,12,Inverno
MINAS GERAIS,CAMPO DO MEIO,Mata Atlântica,2024,7,12,Inverno
GOIÁS,BOM JARDIM DE GOIÁS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CRUZEIRO DA FORTALEZA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,MONTE CARMELO,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CÁSSIA,Cerrado,2024,7,12,Inverno
SÃO PAULO,ITUVERAVA,Cerrado,2024,7,12,Inverno
MINAS GERAIS,ARAPORÃ,Mata Atlântica,2024,7,12,Inverno
GOIÁS,BURITI ALEGRE,Mata Atlântica,2024,7,12,Inverno
SÃO PAULO,SÃO JOSÉ DO RIO PRETO,Mata Atlântica,2024,7,12,Inverno
SÃO PAULO,GUAÍRA,Cerrado,2024,7,12,Inverno
SÃO PAULO,IACANGA,Cerrado,2024,7,12,Inverno
GOIÁS,GOIÂNIA,Cerrado,2024,7,12,Inverno
GOIÁS,INHUMAS,Cerrado,2024,7,12,Inverno
GOIÁS,GUAPÓ,Cerrado,2024,7,12,Inverno
GOIÁS,ABADIA DE GOIÁS,Cerrado,2024,7,12,Inverno
MINAS GERAIS,ARINOS,Cerrado,2024,7,12,Inverno
GOIÁS,ITAPURANGA,Cerrado,2024,7,12,Inverno
GOIÁS,CARMO DO RIO VERDE,Cerrado,2024,7,12,Inverno
MINAS GERAIS,CHAPADA GAÚCHA,Cerrado,2024,7,12,Inverno
PIAUÍ,GILBUÉS,Cerrado,2024,7,12,Inverno
BAHIA,FORMOSA DO RIO PRETO,Cerrado,2024,7,12,Inverno
BAHIA,LUÍS EDUARDO MAGALHÃES,Cerrado,2024,7,12,Inverno
GOIÁS,MINAÇU,Cerrado,2024,7,12,Inverno
PIAUÍ,RIBEIRO GONÇALVES,Cerrado,2024,7,12,Inverno
TOCANTINS,RECURSOLÂNDIA,Cerrado,2024,7,12,Inverno
TOCANTINS,MATEIROS,Cerrado,2024,7,12,Inverno
TOCANTINS,SÃO FÉLIX DO TOCANTINS,Cerrado,2024,7,12,Inverno
TOCANTINS,CONCEIÇÃO DO TOCANTINS,Cerrado,2024,7,12,Inverno
TOCANTINS,ALMAS,Cerrado,2024,7,12,Inverno
TOCANTINS,GUARAÍ,Amazônia,2024,7,12,Inverno
TOCANTINS,ARAGUACEMA,Cerrado,2024,7,12,Inverno
MATO GROSSO,SANTA TEREZINHA,Cerrado,2024,7,12,Inverno
MATO GROSSO,ALTO BOA VISTA,Amazônia,2024,7,12,Inverno
BAHIA,MARACÁS,Caatinga,2024,7,12,Inverno
MATO GROSSO,NOVA NAZARÉ,Cerrado,2024,7,12,Inverno
MATO GROSSO,RIBEIRÃO CASCALHEIRA,Amazônia,2024,7,12,Inverno
MATO GROSSO,CANARANA,Cerrado,2024,7,12,Inverno
BAHIA,JAGUAQUARA,Mata Atlântica,2024,7,12,Inverno
BAHIA,CRISTÓPOLIS,Cerrado,2024,7,12,Inverno
BAHIA,BAIANÓPOLIS,Cerrado,2024,7,12,Inverno
PIAUÍ,PAVUSSU,Caatinga,2024,7,12,Inverno
PIAUÍ,CANTO DO BURITI,Cerrado,2024,7,12,Inverno
BAHIA,RIACHO DE SANTANA,Caatinga,2024,7,12,Inverno
BAHIA,BOQUIRA,Caatinga,2024,7,12,Inverno
BAHIA,PARATINGA,Cerrado,2024,7,12,Inverno
BAHIA,IBIPITANGA,Caatinga,2024,7,12,Inverno
BAHIA,BOM JESUS DA LAPA,Caatinga,2024,7,12,Inverno
MATO GROSSO,NOVA UBIRATÃ,Amazônia,2024,7,12,Inverno
MATO GROSSO,SÃO JOSÉ DO XINGU,Amazônia,2024,7,12,Inverno
